# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = data/cleaned/tmp/sl_normal_full_pdw2_all.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_normal_full_pdw2_all_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25
42.4882,0.907469,0.501439,3,7,0,-28.4749,6.75082,0.0329587,-0.0823447,0.169856,-0.0958539,0.0794718,-0.0571701,0.00541825,-0.132579,0.85644,-0.118428,-0.19836,0.0953231,-0.0329991,0.0307586,-0.0857857,-0.0177057,0.0451618,0.0178535,0.00402941,0.0026798,0.00306099,0.0497326,-0.0292876,0.024006,-0.0360685,0.587003,0.372664,-0.022738,-0.280344,0.0217186,0.0310438,-0.00535121,0.0299336,-0.0649606,1.15755,-0.571466,-2.6487,0.569435,-0.567631,0.445396,-0.091953,0.0245181,0.127165,0.0294705,-0.0244927,-0.0338455,-0.0462124,0.084991,-0.212985,0.286715,-0.409268
45.784,1,0.501439,3,7,0,-30.1815,6.7303,0.0385686,-0.0683398,0.176407,-0.0896413,0.115031,-0.0499432,0.0242846,-0.112426,0.833174,-0.13612,-0.161355,0.0952253,-0.0120217,0.0341563,-0.0874308,0.0354366,0.0502807,-0.00630873,-0.00980005,0.0267261,0.029408,0.00707469,-0.0186404,0.0155135,-0.024225,0.609772,0.0701753,-0.00155481,-0.265653,0.0201291,0.0539908,-0.00345945,0.0752091,-0.0394498,1.13976,-0.651916,-2.00881,0.673268,-0.389853,0.453459,-0.0927214,0.143806,0.139781,-0.028515,-0.043165,0.0581953,0.0739448,-0.055332,-0.138211,0.182975,-0.274881
42.7319,0.624448,0.501439,3,7,0,-19.6262,6.72861,0.0340908,-0.120279,0.183575,-0.10747,0.082456,-0.0546322,-0.00230423,-0.126793,0.868351,-0.123006,-0.176562,0.0814564,-0.0101811,0.0177067,-0.100995,-0.00810969,0.0510375,0.000333312,0.0118528,0.0343551,0.00593954,0.0645701,0.00133597,0.0273684,-0.0247338,0.590184,0.752167,-0.0503926,-0.124114,0.00746885,0.0627598,-0.00787668,-0.0182172,-0.0727651,1.18405,-0.508654,-2.22612,0.501523,-0.352254,0.323875,-0.0830198,0.0528978,0.140884,0.0726038,0.119553,0.195528,0.093836,0.262036,-0.0183718,0.368194,-0.280654
43.4118,0.99253,0.501439,3,7,0,-26.2324,6.71925,0.00627006,-0.0932486,0.1802,-0.11008,0.0911477,-0.0598796,0.0200273,-0.124021,0.826237,-0.133809,-0.165125,0.0783146,-0.0200168,-0.00435856,-0.0934562,0.029562,0.0882065,-0.0027205,0.00240874,0.0194616,0.0238798,0.0462596,-0.0306402,0.0204307,-0.0107616,0.600719,0.197795,-0.015076,-0.0859352,0.00267283,0.0597342,-0.00658401,0.0605758,-0.106803,1.13285,-0.608417,-2.14457,0.528192,-0.398003,0.13484,-0.0882284,0.181501,0.24462,0.00995091,0.0232008,0.0736971,0.0956406,0.115728,-0.166041,0.294281,-0.122112
47.7633,0.98027,0.501439,3,7,0,-32.1633,6.72231,0.0542482,-0.0850693,0.180093,-0.0827925,0.079576,-0.049139,0.0153812,-0.112806,0.863702,-0.13546,-0.175403,0.0952879,-0.0349888,0.0569212,-0.0795011,0.00127513,0.04341,0.008187,0.00737512,0.00776202,0.0123925,0.0222768,-0.00103426,0.0184798,-0.0385134,0.588711,0.523407,-0.0329024,-0.321355,0.0285988,-0.00861917,-0.00139273,0.0683692,-0.0164552,1.17125,-0.645884,-2.35088,0.525955,-0.651364,0.681843,-0.0803713,0.0635173,0.120089,0.0261417,0.0160439,0.0135903,0.0301839,0.0326658,-0.0730854,0.193612,-0.43701
48.8629,0.996796,0.501439,3,7,0,-37.4532,6.72956,0.0458601,-0.0839078,0.185408,-0.101826,0.0802946,-0.0691413,0.0131419,-0.110129,0.863961,-0.117113,-0.181772,0.0719925,-0.027545,0.0509938,-0.0955476,0.00122816,0.0549897,-0.00906258,0.01901,0.0188481,0.0237402,0.0335218,-0.005632,0.021676,-0.0337414,0.598933,0.297382,-0.0173411,-0.212301,0.016372,0.114985,-0.0152701,0.0508265,-0.0288327,1.17703,-0.506783,-2.52483,0.366906,-0.60059,0.635542,-0.0908134,0.0794802,0.152246,0.00809621,0.0780695,0.0759797,0.101395,0.0823971,-0.0831314,0.255927,-0.382863
50.3608,0.848677,0.501439,3,7,0,-35.332,6.73344,0.017352,-0.0909608,0.159738,-0.0912408,0.093854,-0.0378859,0.0205626,-0.130425,0.831948,-0.149014,-0.169119,0.107436,-0.0039216,0.0129197,-0.084986,0.0256529,0.0511512,0.00707761,0.00543823,0.0329226,0.0190659,0.0347625,-0.0190577,0.0227634,-0.0190613,0.590462,0.406857,-0.0280036,-0.219427,0.0159073,-0.0385849,0.00504615,0.0563519,-0.0771929,1.13797,-0.701606,-1.96981,0.774703,-0.248111,0.241571,-0.0811434,0.123901,0.142433,0.0444209,0.0408829,0.121819,0.0736915,0.0827634,-0.120223,0.31005,-0.216289
47.8759,0.910725,0.501439,3,7,0,-39.8633,6.71659,0.0418886,-0.100281,0.192319,-0.103993,0.0845742,-0.0694851,0.0136728,-0.11024,0.85344,-0.113172,-0.180148,0.0811953,-0.0464543,0.0464594,-0.0860009,-0.00753567,0.0568932,0.00372576,0.00899263,0.00557562,0.0316036,0.0349231,-0.00646954,0.0180065,-0.0346176,0.598198,0.50384,-0.0324379,-0.162803,0.0119615,0.099686,-0.0129148,0.0658105,-0.0438672,1.15786,-0.507637,-2.543,0.379923,-0.756582,0.597202,-0.0824735,0.0634672,0.157788,0.0282303,0.0386637,0.0265116,0.134986,0.0803729,-0.0938698,0.19599,-0.392805
49.5343,1,0.501439,3,7,0,-38.8321,6.72972,0.0127866,-0.083761,0.156116,-0.0874782,0.0953921,-0.0450193,0.0198475,-0.128745,0.840235,-0.153628,-0.16402,0.10148,-0.00634509,0.00604381,-0.0870233,0.0221257,0.069123,-0.00271616,0.00709313,0.0173782,0.0181576,0.0341674,-0.0296754,0.0243402,-0.0234872,0.589462,0.320135,-0.0217499,-0.293857,0.0217533,-0.0143088,0.00211389,0.0571907,-0.0830761,1.14797,-0.738699,-1.93125,0.766209,-0.269568,0.200074,-0.0897179,0.140879,0.192365,-0.00804576,0.00655116,0.0322638,0.0330695,0.0430906,-0.18569,0.323697,-0.266509
47.131,0.84339,0.501439,3,7,0,-35.7745,6.7217,0.0220516,-0.073688,0.164242,-0.0984254,0.104201,-0.0703345,0.0194963,-0.128778,0.836942,-0.134755,-0.166322,0.105562,-0.0394882,0.00305837,-0.0758608,0.0303378,0.0651746,0.013831,-0.00887092,0.0250792,0.027037,0.029594,-0.0193362,0.0280818,-0.0350663,0.585638,0.0225593,0.000371039,-0.244866,0.0160683,0.096408,-0.0101644,0.076947,-0.103195,1.13734,-0.642062,-2.12295,0.665186,-0.555769,0.166642,-0.0793032,0.153166,0.181203,0.0353417,-0.0276735,0.068836,0.0799864,0.0314123,-0.152495,0.353363,-0.397896
46.0548,0.684325,0.501439,3,7,0,-24.9987,6.7272,0.032957,-0.0672023,0.159232,-0.0968496,0.0969954,-0.070231,0.0211805,-0.130087,0.841883,-0.130853,-0.187403,0.097607,-0.0289479,0.000530244,-0.0932717,0.0381993,0.0570728,0.0059309,-0.00141357,0.0345535,0.023105,0.0288817,-0.00814588,0.0184595,-0.0402983,0.583639,-0.00360548,0.00330919,-0.265403,0.0187134,0.113542,-0.0129611,0.0694847,-0.106322,1.15599,-0.581229,-2.44799,0.644681,-0.452748,0.115574,-0.0946732,0.158845,0.158154,0.0287864,0.00706217,0.109502,0.069722,0.0379137,-0.115453,0.188791,-0.457263
42.7243,0.785314,0.501439,3,7,0,-28.1038,6.73218,0.0302284,-0.109618,0.168882,-0.113603,0.0886738,-0.0596884,0.0214995,-0.104517,0.847705,-0.1077,-0.195755,0.0871534,-0.0111551,0.0107207,-0.0882924,0.0267819,0.048345,-0.00556909,0.0130516,0.0342832,0.0458445,0.0349412,-0.00321188,0.0150347,-0.0386922,0.577997,0.523447,-0.0339613,-0.0804093,0.00167285,0.08928,-0.0103284,0.0634102,-0.019475,1.14619,-0.45786,-2.555,0.599848,-0.310705,0.188885,-0.0837015,0.1238,0.134372,0.0293264,0.0806495,0.141193,0.203943,0.0776733,-0.0891631,0.138961,-0.43904
47.3426,0.970327,0.501439,3,7,0,-28.5809,6.73165,0.013494,-0.103516,0.169198,-0.0745685,0.08353,-0.0584651,0.0236908,-0.118681,0.842164,-0.131641,-0.172857,0.0854191,-0.036639,0.00595167,-0.0854206,0.0334755,0.0633175,-0.0113975,-0.00284367,0.0220168,0.0210952,0.0424586,0.00079328,0.00595456,-0.0369607,0.581178,0.707842,-0.0489466,-0.407098,0.0352657,0.0386023,-0.00567753,0.0831915,-0.0877954,1.15184,-0.588125,-2.31261,0.518516,-0.543342,0.197674,-0.0816867,0.156122,0.174524,-0.00702231,0.019513,0.0927333,0.0953291,0.115378,-0.0740756,0.000478525,-0.419393
46.569,0.941995,0.501439,3,7,0,-37.327,6.71734,0.0467925,-0.0790365,0.180248,-0.117867,0.0981267,-0.0452909,0.00974559,-0.120828,0.853126,-0.135127,-0.168929,0.0976367,-0.00794935,0.051569,-0.0957051,-0.00819937,0.0476291,0.0142555,0.0124222,0.0204631,0.0255068,0.0255571,-0.0295209,0.0372375,-0.0164267,0.608746,0.0963174,-0.00351804,-0.00998717,-0.00476085,0.0198523,-0.00138694,0.0303177,-0.0370976,1.16381,-0.63253,-2.07836,0.629384,-0.41942,0.635549,-0.0934101,0.0498294,0.133678,0.0516929,0.0399331,0.0611821,0.0852993,0.0348414,-0.153766,0.544402,-0.186393
41.6814,0.722813,0.501439,3,7,0,-26.2706,6.71078,0.0420755,-0.0923727,0.177736,-0.116786,0.110503,-0.0431553,0.00655353,-0.112659,0.853625,-0.149494,-0.168259,0.08406,-0.00454315,0.0570566,-0.0861292,-0.0192672,0.0514946,0.0233811,0.0167054,0.0190702,0.0245674,0.0185534,-0.0192445,0.0329822,-0.0207517,0.604397,0.250893,-0.0145431,-0.00509284,-0.00615917,0.0245298,-0.000329158,0.0244236,-0.000832293,1.15348,-0.697038,-2.16405,0.521174,-0.390034,0.68394,-0.0835579,0.033241,0.143538,0.0802665,0.0553875,0.0595342,0.0864122,0.0191179,-0.113381,0.466552,-0.235469
