# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = data/cleaned/tmp/sl_normal_sens_pdw2_all.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_normal_sens_pdw2_all_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25,theta.26,theta.27,theta.28,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25,beta.26,beta.27,beta.28
-3000.5,0.525478,0.557458,3,7,0,3027.64,5.87946,0.0546059,0.0188098,-0.0849862,0.0235022,-0.111248,-0.034482,0.379728,0.231309,-0.596844,-0.852578,-0.101441,0.835977,-0.0542784,-0.079237,0.187046,0.225711,0.104542,-0.0119951,0.00597152,0.0751559,-0.0345867,0.0123534,0.0433526,0.0191366,-0.0101317,-0.0112338,-0.00670533,-0.0130792,0.975717,0.389279,-0.0258835,-0.188346,0.0174923,0.0410428,-0.0058737,-0.0419483,0.0602257,-0.732164,-0.602871,-0.248539,0.951795,-0.623821,-0.132248,1.5222,1.00274,0.886241,-0.0138176,0.118433,0.209296,-0.0748631,0.0395074,0.141621,0.0473935,-0.1112,-0.0990042,-0.142351,-0.172745
-3001.94,0.917459,0.557458,3,7,0,3015.7,5.88243,0.026411,-0.00563545,-0.093488,0.0483946,-0.0970872,-0.0223116,0.373889,0.233717,-0.609916,-0.844405,-0.0904291,0.828035,-0.0369701,-0.0921565,0.148879,0.213823,0.0801028,-0.0301271,-0.00386282,0.105625,-0.000155995,0.0132979,0.0400037,0.0174912,-0.00317905,-0.0307718,0.00284646,-0.0440879,0.985101,1.07084,-0.0749478,-0.412393,0.0373985,0.0245669,-0.00188448,-0.0873187,0.0692142,-0.784429,-0.569192,-0.188322,0.925736,-0.450658,-0.342019,1.25101,0.992531,0.68086,-0.0447192,0.141312,0.298196,-0.0276318,-0.0160563,0.0601102,-0.0405123,-0.166908,-0.26282,-0.0316724,-0.582298
-3000.04,0.998573,0.557458,3,7,0,3014.8,5.88641,0.058176,0.0349321,-0.0910102,0.0544504,-0.0951563,-0.0165305,0.391044,0.246576,-0.597424,-0.857939,-0.082065,0.84213,-0.0211496,-0.0993194,0.15698,0.222482,0.113872,0.00191618,0.0214134,0.0699321,-0.0551922,-0.00304825,0.0202289,0.0381833,0.00132984,-0.0220876,-0.00417824,-0.0253812,0.958701,0.345213,-0.0193154,-0.478487,0.0420111,-0.00217493,0.00127878,-0.0430751,0.128675,-0.764455,-0.691022,-0.174822,0.944816,-0.470725,-0.381384,1.3039,0.945945,0.970908,-0.00941814,0.140886,0.193672,-0.154819,-0.0364403,0.0331239,0.13456,-0.0968008,-0.184304,-0.120673,-0.335226
-3004.36,0.805563,0.557458,3,7,0,3018.39,5.87732,0.0474546,0.0153809,-0.0649246,0.0461002,-0.0887728,-0.0123789,0.35787,0.244978,-0.602908,-0.838072,-0.117769,0.847793,-0.0619565,-0.0947023,0.176809,0.22651,0.0961276,0.00760735,0.0142502,0.0779553,-0.0143759,-0.0087213,0.0169279,0.00586308,0.0170167,-0.00511164,0.0115401,-0.0173369,0.967218,0.609507,-0.0420492,-0.354635,0.0347003,-0.0333805,0.00423159,-0.043921,0.10729,-0.7557,-0.528991,-0.273102,0.95664,-0.677334,-0.279168,1.44613,1.0188,0.839644,0.00830934,0.137055,0.216411,-0.0290786,-0.0127522,0.074201,0.0304026,0.0598766,-0.0493849,0.171061,-0.228979
-3002.41,1,0.557458,3,7,0,3016.49,5.87301,0.0312343,0.016956,-0.109934,0.0531376,-0.09211,-0.0256699,0.391071,0.222863,-0.606412,-0.862606,-0.0707539,0.79544,-0.0297394,-0.0982235,0.152627,0.215285,0.090286,-0.0188787,0.00592491,0.0743161,-0.04629,0.0177868,0.0376738,0.0388023,0.01585,-0.0237503,-0.0295067,-0.0219362,0.983761,0.633643,-0.0419539,-0.435249,0.0369889,0.0518444,-0.0037863,-0.118954,0.0497798,-0.842463,-0.757204,-0.147014,0.895644,-0.430389,-0.397586,1.26586,0.972487,0.765111,-0.0237125,0.116862,0.208447,-0.107362,0.0459059,0.107281,0.136337,-0.0441418,-0.215816,-0.560328,-0.289726
-2999.39,0.839008,0.557458,3,7,0,3018.76,5.86713,0.037392,0.022903,-0.106878,0.0557915,-0.103932,-0.0268247,0.385564,0.22945,-0.613178,-0.857835,-0.054069,0.808053,-0.0298926,-0.102033,0.165042,0.220998,0.0920372,-0.0142802,0.000135517,0.0723447,-0.0287996,0.0090992,0.0400878,0.0340732,0.00641866,-0.0278439,-0.0147662,-0.0236651,0.975742,0.647421,-0.0431717,-0.45731,0.0408778,0.0420133,-0.0041961,-0.141872,0.110625,-0.833087,-0.734662,-0.0930106,0.909198,-0.464464,-0.39454,1.36443,1.00537,0.778878,-0.0230157,0.102358,0.203464,-0.0771313,0.00653797,0.102992,0.095063,-0.0929793,-0.227888,-0.303948,-0.312561
-2999.07,0.884967,0.557458,3,7,0,3012.77,5.88818,0.045651,0.0146821,-0.0604387,0.0462623,-0.0772615,-0.0196052,0.379131,0.252462,-0.606063,-0.845878,-0.12435,0.849382,-0.0493942,-0.0965302,0.161064,0.221798,0.107463,-0.00527999,0.0209697,0.107971,-0.0389861,-0.00406253,0.0155189,0.00548099,0.00620617,-0.013019,-0.00414569,-0.0238606,0.970558,0.56936,-0.0387372,-0.383189,0.0359895,0.0103455,0.000958456,0.0139142,0.105988,-0.76959,-0.559869,-0.30224,0.960844,-0.606482,-0.344372,1.34041,0.950543,0.938751,-0.0133388,0.192633,0.299841,-0.117205,-0.0419483,0.0164831,-0.0309581,-0.0444369,-0.126213,-0.117278,-0.315142
-3000.36,0.921671,0.557458,3,7,0,3012.79,5.88623,0.0400112,0.011157,-0.0786893,0.0493026,-0.0699533,-0.0163298,0.368883,0.248899,-0.600406,-0.843262,-0.117687,0.859868,-0.0553182,-0.0999603,0.171358,0.223667,0.109466,-0.0128857,0.0222327,0.0994224,-0.0378454,-0.00167952,0.0107584,0.0137068,0.00562529,-0.00624586,0.00209813,-0.0187564,0.962854,0.650536,-0.0437206,-0.401575,0.0355224,0.00289965,0.00243935,-0.0169687,0.0963513,-0.715568,-0.519253,-0.28275,0.979938,-0.631681,-0.353104,1.40952,0.95701,0.9481,-0.01311,0.183435,0.275515,-0.0978213,-0.01123,0.0276157,0.0485118,-0.0150477,-0.0690579,0.00214888,-0.247728
-3002.49,0.89382,0.557458,3,7,0,3014.63,5.89031,0.0606644,-0.00560056,-0.0799725,0.0553658,-0.105925,-0.0332429,0.380852,0.243988,-0.619614,-0.83775,-0.095375,0.802538,-0.0533177,-0.095195,0.149145,0.211356,0.0698672,-0.00838191,0.0202774,0.0922472,-0.0434688,0.0125647,0.0473134,0.0297691,0.00919048,-0.0400262,-0.0101989,-0.0260358,0.968172,1.09641,-0.0745168,-0.461271,0.0447812,0.0563168,-0.00648362,-0.0604585,0.0972001,-0.86592,-0.604181,-0.200783,0.899322,-0.556849,-0.378912,1.27011,0.995464,0.609438,-0.0223045,0.170692,0.258538,-0.121397,0.00182765,0.108259,0.0424312,-0.109982,-0.301508,-0.227914,-0.343872
-3000.68,0.991725,0.557458,3,7,0,3011.68,5.86873,0.034287,0.0162517,-0.0785443,0.0505643,-0.0752773,0.00997411,0.383013,0.234706,-0.598097,-0.865403,-0.0844544,0.849444,-0.0167953,-0.10137,0.178601,0.223776,0.124585,-0.0194429,0.00575666,0.0906071,-0.02929,0.00152965,0.0274675,0.0166915,-0.00237784,0.00187716,-0.00556961,-0.0218748,0.97238,0.587682,-0.0401449,-0.332,0.029781,-0.0807926,0.0119637,-0.0696461,0.0905982,-0.731432,-0.691399,-0.199827,0.966621,-0.447436,-0.347143,1.43402,0.933839,1.05982,-0.0169987,0.13898,0.251723,-0.0637434,0.0134137,0.099543,0.0645741,-0.0484337,-0.0332979,-0.13867,-0.288915
-2997.84,0.981624,0.557458,3,7,0,3012.57,5.88084,0.0399207,0.0195517,-0.0925625,0.0463742,-0.0939812,-0.0352722,0.376532,0.242782,-0.59976,-0.823852,-0.106172,0.800294,-0.0563326,-0.0992129,0.152355,0.216712,0.0827995,-0.0326912,0.0191965,0.0815746,-0.0316996,0.0112446,0.0277072,0.0195298,0.0115312,-0.0214782,-0.00342725,-0.022453,0.97067,0.587829,-0.0401049,-0.354267,0.0323447,0.0758416,-0.00746677,-0.03035,0.0835419,-0.783924,-0.54538,-0.252529,0.910763,-0.54012,-0.409788,1.26476,0.992881,0.706152,-0.0344418,0.153236,0.227944,-0.0799309,0.0195297,0.0697434,0.0425212,-0.0357847,-0.174587,-0.102014,-0.296551
-2997.47,0.649877,0.557458,3,7,0,3019.74,5.87147,0.0423761,0.00726218,-0.0743056,0.0487005,-0.0878448,-0.00810112,0.389433,0.239235,-0.613737,-0.869074,-0.0734016,0.853555,-0.0202237,-0.0983538,0.172804,0.213284,0.1168,0.00896499,0.00698404,0.0878924,-0.0437998,-0.00444376,0.0202763,0.0175255,0.000935655,-0.0217486,-0.0170577,-0.0264344,0.976424,0.732555,-0.048652,-0.421137,0.0380858,-0.0339331,0.00536907,-0.0763125,0.124677,-0.802759,-0.738203,-0.139035,0.956999,-0.514174,-0.33773,1.42884,0.888719,1.00673,-0.0086634,0.136536,0.244784,-0.143,-0.0640795,0.00675322,-0.00322457,-0.112514,-0.198062,-0.34944,-0.349137
-3012.47,0.458872,0.557458,3,7,0,3022.03,5.89825,0.0559484,0.0242318,-0.113971,0.0321333,-0.0960942,-0.0361721,0.362123,0.2313,-0.596182,-0.830539,-0.0985355,0.797236,-0.0718781,-0.102218,0.133421,0.232247,0.090001,-0.024359,0.0403054,0.0940301,-0.0218238,-0.00543541,0.0280415,0.0084347,0.0185077,-0.0218028,-0.012571,-0.00796322,0.980476,0.358057,-0.0216607,-0.295652,0.0232147,0.0669529,-0.00739249,-0.0955882,0.0821827,-0.801003,-0.555396,-0.236222,0.904907,-0.60793,-0.46606,1.1084,1.0593,0.782145,-0.024799,0.213409,0.262636,-0.0608587,-0.0265253,0.0820168,-0.00231005,0.0145063,-0.160833,-0.236155,-0.105176
-3008.57,0.987292,0.557458,3,7,0,3031.9,5.86175,0.0464747,0.0299752,-0.104113,0.0748218,-0.0917117,0.00574976,0.40008,0.213283,-0.616435,-0.844892,-0.0850159,0.828604,-0.020524,-0.128193,0.1798,0.210549,0.102632,-0.0250242,0.0209598,0.0941604,-0.0245451,0.00366029,0.0211219,0.0304784,-0.00351206,-0.0285102,0.00587883,-0.050296,0.979561,0.73348,-0.0489651,-0.594655,0.0546404,-0.0844477,0.0106279,-0.0653234,0.0557571,-0.813644,-0.691994,-0.184443,0.942957,-0.463966,-0.607684,1.48502,0.907075,0.866568,-0.0424111,0.174943,0.264151,-0.101178,-0.0551245,-0.0124095,0.0367335,-0.169657,-0.256715,0.0102105,-0.664293
-3001.11,0.972047,0.557458,3,7,0,3022.51,5.86523,0.0349254,0.0276823,-0.0907614,0.0354306,-0.097629,-0.0105137,0.370177,0.215998,-0.60912,-0.832713,-0.0940804,0.833235,-0.0274686,-0.0910082,0.1348,0.225066,0.0996759,-0.0209999,0.0086188,0.0965722,-0.0319735,0.0146515,0.00423669,0.0273639,0.0354222,-0.0231452,-0.0049052,-0.0284407,0.972867,0.352448,-0.0229624,-0.317484,0.0261918,-0.0233886,0.00313978,-0.0957656,0.0557442,-0.775825,-0.538125,-0.212866,0.932286,-0.410473,-0.345803,1.12603,0.989559,0.861214,-0.0226028,0.151319,0.270209,-0.0788219,0.0315614,-0.00821709,0.108313,0.0749319,-0.196965,-0.139152,-0.375636
-2997.05,0.991364,0.557458,3,7,0,3010.51,5.89387,0.0478254,0.0182022,-0.0932406,0.0643957,-0.0924228,-0.0423567,0.381706,0.239083,-0.601871,-0.858847,-0.0929543,0.82954,-0.0564256,-0.11095,0.173274,0.213252,0.0967233,0.00475043,0.0150858,0.0869718,-0.0150823,-0.00454433,0.040394,0.00918063,-0.0165403,-0.0182088,-0.00480556,-0.0280627,0.972913,0.764137,-0.0511733,-0.602294,0.0558446,0.0748524,-0.00773589,-0.0615245,0.0960173,-0.805106,-0.693155,-0.191793,0.934368,-0.652,-0.456286,1.43269,0.951147,0.829437,-0.0120062,0.153665,0.243551,-0.0669668,-0.0589885,0.0808343,-0.0601221,-0.185903,-0.16605,-0.136695,-0.370642
-2996.07,0.933621,0.557458,3,7,0,3007.7,5.898,0.0441403,0.00888373,-0.0974301,0.053751,-0.101282,-0.0413122,0.378939,0.247766,-0.599613,-0.864321,-0.0885249,0.820104,-0.0484835,-0.102968,0.179259,0.216005,0.0918594,0.00189064,0.00927284,0.0844703,-0.0163181,0.00738269,0.0331793,0.0110884,-0.00540321,-0.013115,-0.00523827,-0.0355266,0.972812,0.829168,-0.0562849,-0.468474,0.0432082,0.0697821,-0.00787089,-0.0706734,0.107778,-0.8062,-0.728248,-0.186923,0.923884,-0.606588,-0.366339,1.48379,0.978346,0.786012,-0.0115576,0.138234,0.236844,-0.0564633,-0.0113603,0.0663604,-0.0318072,-0.125974,-0.148633,-0.158164,-0.469223
-2998.28,0.741936,0.557458,3,7,0,3014.66,5.8572,0.0403983,0.0185195,-0.0681573,0.0439678,-0.079035,0.000279313,0.385357,0.229139,-0.626164,-0.845311,-0.0950837,0.836257,-0.024931,-0.0975185,0.14126,0.21751,0.109875,-0.0284134,0.0226004,0.0939959,-0.0518659,0.00617124,0.0310866,0.0271508,0.0122838,-0.0263822,-0.0112537,-0.0141481,0.976374,0.51905,-0.0350155,-0.31403,0.0284575,-0.0320011,0.00646764,-0.0652985,0.0783365,-0.823516,-0.591585,-0.221082,0.945388,-0.413176,-0.411281,1.15784,0.923761,0.942086,-0.030385,0.176949,0.261481,-0.131174,0.00595931,0.084452,0.0824829,-0.0392328,-0.19831,-0.224434,-0.186863
-2998.28,0.66232,0.557458,3,7,0,3019.45,5.8572,0.0403983,0.0185195,-0.0681573,0.0439678,-0.079035,0.000279313,0.385357,0.229139,-0.626164,-0.845311,-0.0950837,0.836257,-0.024931,-0.0975185,0.14126,0.21751,0.109875,-0.0284134,0.0226004,0.0939959,-0.0518659,0.00617124,0.0310866,0.0271508,0.0122838,-0.0263822,-0.0112537,-0.0141481,0.976374,0.51905,-0.0350155,-0.31403,0.0284575,-0.0320011,0.00646764,-0.0652985,0.0783365,-0.823516,-0.591585,-0.221082,0.945388,-0.413176,-0.411281,1.15784,0.923761,0.942086,-0.030385,0.176949,0.261481,-0.131174,0.00595931,0.084452,0.0824829,-0.0392328,-0.19831,-0.224434,-0.186863
-2999.6,0.868414,0.557458,3,7,0,3010.55,5.89191,0.046949,0.0156925,-0.097627,0.0531035,-0.110814,-0.0316115,0.385494,0.222159,-0.60281,-0.85784,-0.0955135,0.835632,-0.0438923,-0.0890835,0.162854,0.223837,0.116939,-0.00563852,-0.00575309,0.0767676,-0.0268694,0.0278219,0.0233319,0.00479024,-0.00525654,-0.00712542,-0.0268778,-0.0162916,0.981818,0.741686,-0.0494043,-0.502205,0.0459524,0.0288687,-0.00430053,-0.0573295,0.0667467,-0.779067,-0.663242,-0.222909,0.939177,-0.551507,-0.267721,1.3295,0.965292,0.987745,-0.0131513,0.0969517,0.215374,-0.0666318,0.0604469,0.0398829,-0.0452047,-0.0997928,-0.101477,-0.503558,-0.215175
-3001.18,0.933531,0.557458,3,7,0,3011.92,5.86095,0.0364358,0.0140825,-0.072008,0.040862,-0.0696461,-0.00650757,0.37121,0.258276,-0.612018,-0.846596,-0.087167,0.816288,-0.0367309,-0.109092,0.157773,0.209605,0.0827225,-0.0217729,0.0336473,0.099125,-0.0428548,-0.020302,0.0288944,0.0344388,0.0192305,-0.0275076,0.00706458,-0.0306668,0.965705,0.522766,-0.0359328,-0.234082,0.0207436,-0.00413659,0.00420745,-0.0829832,0.12016,-0.818817,-0.639096,-0.181995,0.927776,-0.500415,-0.490961,1.31826,0.936821,0.726413,-0.026759,0.205831,0.275211,-0.124416,-0.0777357,0.0801257,0.12511,-0.0139171,-0.214562,0.0675118,-0.405037
-2999.87,0.720072,0.557458,3,7,0,3020.8,5.8694,0.040397,0.0140369,-0.0918153,0.0686687,-0.101798,-0.0244975,0.385752,0.241295,-0.598924,-0.864648,-0.0758623,0.819434,-0.038142,-0.0951785,0.175998,0.249123,0.125446,-0.00973665,0.0185841,0.0842344,-0.0331173,0.0147338,0.0268038,-0.00632823,0.00232441,-0.00887949,-0.0150687,-0.0103302,0.974898,0.833881,-0.0569301,-0.541363,0.0514062,0.0206581,-0.00252778,-0.0742239,0.156172,-0.786535,-0.731791,-0.199987,0.933528,-0.559109,-0.27921,1.42795,1.0777,1.07151,-0.0131172,0.155825,0.234515,-0.0813397,0.0315686,0.0690269,-0.0867793,-0.0429973,-0.0888314,-0.284533,-0.136438
-2999.79,0.87359,0.557458,3,7,0,3015.04,5.87015,0.0373704,0.0175552,-0.100232,0.0534847,-0.0990747,-0.0319096,0.389626,0.252776,-0.604841,-0.861855,-0.0807517,0.825489,-0.0322808,-0.10673,0.181725,0.254785,0.114601,-0.00340184,0.0163368,0.0815159,-0.019502,0.0118247,0.0296131,0.00732077,0.0144187,-0.00520162,-0.0187727,-0.0127993,0.979298,0.627508,-0.0422386,-0.429342,0.0387085,0.0499132,-0.00527615,-0.0558876,0.188088,-0.797501,-0.709529,-0.20942,0.935197,-0.528879,-0.363897,1.47521,1.14075,0.980674,-0.00252858,0.148091,0.228011,-0.0313331,0.0480457,0.10819,0.0147357,0.0230308,-0.0747634,-0.354345,-0.169049
-3007.66,0.780424,0.557458,3,7,0,3019.45,5.86839,0.060291,0.0201523,-0.0899095,0.0686198,-0.104495,-0.0512989,0.3931,0.246288,-0.629116,-0.863626,-0.0874799,0.82211,-0.0293917,-0.100572,0.166061,0.253539,0.114485,-0.0232008,0.00913328,0.0671399,-0.050008,-0.0135747,0.015074,0.0204187,0.000858829,-0.012206,0.00744561,-0.0075313,0.980007,0.757364,-0.0478833,-0.567299,0.0529454,0.136336,-0.0147986,-0.0741938,0.152179,-0.850615,-0.686419,-0.233456,0.93989,-0.488166,-0.36194,1.37709,1.11519,0.978151,-0.0212546,0.110695,0.184078,-0.131227,-0.0431578,0.0506539,0.0889729,-0.0326387,-0.079779,0.117147,-0.0994709
-3003.39,0.962342,0.557458,3,7,0,3016.44,5.88099,0.0238064,0.009534,-0.0802811,0.0331181,-0.0750715,0.00775021,0.364968,0.23584,-0.591323,-0.840182,-0.0940564,0.834846,-0.0495295,-0.0981629,0.157653,0.189477,0.0852102,-0.0126355,0.0151909,0.106643,-0.0168659,0.0174801,0.0373314,0.0182926,0.0116931,-0.0259458,-0.026712,-0.0403033,0.967249,0.60375,-0.0438037,-0.238874,0.0206101,-0.0841172,0.0119094,-0.0694474,0.049327,-0.742279,-0.588813,-0.177009,0.93506,-0.550421,-0.393705,1.30104,0.840492,0.73235,-0.0282207,0.181756,0.300879,-0.0610668,0.00523965,0.0596005,-0.0239411,-0.0988091,-0.258701,-0.54519,-0.532312
-2999.82,1,0.557458,3,7,0,3015.67,5.88492,0.0396651,0.00173799,-0.07981,0.0495938,-0.107101,-0.00689473,0.369588,0.227948,-0.619141,-0.851611,-0.0860096,0.81582,-0.0319689,-0.116592,0.163389,0.244293,0.109256,0.00270723,0.0163855,0.0799245,-0.0479819,0.0106397,-0.00311257,0.01544,0.0129708,-0.0292857,-0.00610493,-0.032802,0.966432,0.909162,-0.061933,-0.401435,0.0380227,-0.0504594,0.00471339,-0.123673,0.137257,-0.867108,-0.724975,-0.207801,0.919043,-0.540827,-0.505921,1.39037,1.07481,0.939385,-0.016508,0.143492,0.222812,-0.158988,-0.0359632,-0.0963821,-0.0180244,-0.0682962,-0.243474,-0.168371,-0.433238
