# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = data/cleaned/tmp/sl_beta_sens_pdw2_all.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_beta_sens_pdw2_all_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25,theta.26,theta.27,theta.28,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25,beta.26,beta.27,beta.28
5430.52,0.91918,0.598669,3,7,0,-5417.77,-1.56707,0.00772166,-0.00953228,-0.0916224,0.0321456,0.0121783,-0.00289524,0.136704,-0.124298,-0.176626,-0.0578336,0.0280196,-0.126197,-0.0456491,-0.0582369,0.104447,0.169229,0.0801736,-0.00862546,0.00150872,0.0933403,-0.0294767,-0.00538977,0.018482,0.00574869,0.00870997,-0.0125317,-0.0105559,-0.0177955,8.06655,0.298861,-0.0189812,-0.191922,0.0141419,0.0420431,-0.00395773,-0.0792002,0.0552198,-0.65955,-0.514479,-0.171223,-0.0661148,-0.460731,-0.162576,0.881137,0.728712,0.705829,-0.0144136,0.132686,0.259766,-0.0886538,-0.0380436,0.0362066,-0.0213625,-0.0265041,-0.119451,-0.218911,-0.235037
5429.9,0.912479,0.598669,3,7,0,-5417.01,-1.54667,-0.00128678,-0.00628417,-0.0835894,0.0645379,0.0344798,0.0104639,0.128636,-0.119774,-0.145108,-0.0310144,0.00392139,-0.0992192,-0.0382807,-0.104329,0.121581,0.154749,0.0541781,-0.0206652,0.0249179,0.0576771,-0.028129,0.0110611,0.0349268,0.0174834,0.0159404,-0.0123487,0.0100965,-0.0240738,7.60975,0.554038,-0.0377938,-0.426824,0.0382272,0.00615485,0.00259784,-0.0311415,0.0140037,-0.510145,-0.360622,-0.209426,-0.0319603,-0.391015,-0.565879,0.992289,0.722107,0.465378,-0.0171668,0.131609,0.160454,-0.0482532,0.0522224,0.13337,0.0693186,0.0226422,-0.107058,0.133139,-0.317959
5430.4,1,0.598669,3,7,0,-5416.7,-1.54706,0.0025702,-0.0113484,-0.0883904,0.0618679,0.0263564,0.00685213,0.136502,-0.108199,-0.174828,-0.0614539,0.00943172,-0.114253,-0.0404331,-0.0719072,0.129702,0.163106,0.0820911,-0.0241394,-0.00462606,0.0753196,-0.0163254,-0.0247145,0.0166668,0.00654771,0.00468222,-0.0146044,-0.0148959,-0.0225848,7.94297,0.635756,-0.042644,-0.392303,0.0348529,0.0271928,-0.000471309,-0.0369842,0.0596919,-0.631154,-0.525233,-0.229753,-0.0423255,-0.458848,-0.250256,1.06879,0.692836,0.707393,-0.0335285,0.0950591,0.210149,-0.0804938,-0.118279,0.00996352,-0.03848,-0.065356,-0.145287,-0.304228,-0.298292
5432.06,1,0.598669,3,7,0,-5418.55,-1.56281,-0.008185,-0.00867851,-0.0850819,0.0630335,0.032411,0.00796539,0.121799,-0.137718,-0.144166,-0.0620401,0.0220999,-0.108481,-0.0410409,-0.0957246,0.0956585,0.159204,0.0688917,-0.0285301,0.0171477,0.069863,-0.0437355,0.00834513,0.0277776,0.00423119,0.00952148,-0.0183457,0.00610201,-0.0294107,7.87367,0.567773,-0.0386745,-0.437187,0.0382698,0.0205141,0.00095079,-0.124938,-0.0336999,-0.540076,-0.476601,-0.163997,-0.0429442,-0.381071,-0.54515,0.801586,0.701486,0.593337,-0.0333767,0.131669,0.19365,-0.116987,0.00255103,0.061805,-0.0465329,-0.0398186,-0.157448,0.0528911,-0.388446
5436.38,0.973244,0.598669,3,7,0,-5422.13,-1.54778,-0.000116767,-0.0136657,-0.0806633,0.0511073,0.00472588,0.00885627,0.144558,-0.104729,-0.144299,-0.0397799,0.0149083,-0.114098,-0.0426166,-0.0841933,0.123286,0.17063,0.0772341,-0.0238731,0.0188618,0.0758444,-0.0242286,-0.00677019,0.0144316,0.0160354,0.012617,-0.00982531,0.00697881,-0.0170136,7.91628,0.538655,-0.0380184,-0.260256,0.0246958,-0.0131942,0.00142561,0.00741513,0.0774435,-0.526737,-0.431097,-0.212125,-0.0402333,-0.444275,-0.363594,1.00945,0.743927,0.668284,-0.0207765,0.14365,0.2105,-0.0600228,-0.0176255,0.0520335,0.0701558,0.020071,-0.0825351,0.0913334,-0.22471
5430.08,0.702268,0.598669,3,7,0,-5419.76,-1.53982,0.019792,-0.020828,-0.06811,0.0440084,0.0169388,0.00840975,0.132312,-0.111586,-0.143919,-0.0597773,0.0399212,-0.107829,-0.037004,-0.0763746,0.121422,0.15133,0.0585475,-0.00129325,0.00844932,0.0683346,-0.0265263,-0.00452666,0.023482,0.0119854,0.0230996,0.00356971,0.00548979,-0.00909682,7.79198,0.552362,-0.0369621,-0.2022,0.0187037,-0.00665663,0.00226524,-0.0870987,0.0398246,-0.537799,-0.496029,-0.0976957,-0.046123,-0.420172,-0.300382,0.989569,0.687307,0.524948,0.00976207,0.111816,0.18853,-0.0313192,0.0375862,0.139116,0.104783,0.122374,0.0116427,0.0797997,-0.120148
5431.05,0.798753,0.598669,3,7,0,-5413.52,-1.55903,-0.00599346,0.0106742,-0.101724,0.0619635,0.0233038,-0.00594103,0.125635,-0.128851,-0.179843,-0.0282735,-0.000296306,-0.127676,-0.047668,-0.0887835,0.100585,0.1581,0.0811536,-0.0200174,0.023856,0.0759025,-0.0235182,0.00206798,0.0372762,0.0163288,0.00220911,-0.00925501,0.000160304,-0.0316722,7.88862,0.294661,-0.0196945,-0.462351,0.0400407,0.0638412,-0.00549191,-0.0419377,0.0417219,-0.663974,-0.427117,-0.248835,-0.0633533,-0.42864,-0.4623,0.814149,0.674286,0.69103,-0.02313,0.155694,0.211755,-0.0576662,0.000779505,0.114896,0.0308752,-0.0638789,-0.112392,-0.0559411,-0.418316
5425.71,0.644808,0.598669,3,7,0,-5410.82,-1.55218,0.0165468,0.0111891,-0.0667398,0.0451809,0.0229283,0.000609109,0.14784,-0.130483,-0.16179,-0.0558414,0.0135397,-0.0868699,-0.059244,-0.0759264,0.103191,0.151838,0.0525917,-0.00923007,0.0166067,0.0685359,-0.040971,0.00261941,0.0168157,0.00711254,0.0176178,-0.00637464,-0.0104247,0.00389192,7.99707,0.0586405,-0.00264754,-0.291856,0.0261731,0.0226927,-0.000302916,-0.0521006,-0.035048,-0.552488,-0.367634,-0.164812,-0.0236025,-0.48777,-0.351789,0.867701,0.699648,0.473473,-0.00239099,0.128499,0.189158,-0.0831865,0.0311448,0.0821431,0.0474699,0.0720787,-0.0433301,-0.176364,0.0514032
5426.59,1,0.598669,3,7,0,-5416.1,-1.55746,-0.00749449,-0.0254276,-0.107904,0.0508277,0.0232549,0.00793991,0.117889,-0.110316,-0.160445,-0.0362728,0.0159004,-0.13503,-0.024473,-0.0851217,0.122679,0.16916,0.0888601,-0.0155743,0.00984264,0.0811107,-0.0164305,0.000995025,0.0372161,0.0153527,0.0080854,-0.0164416,0.00728042,-0.0469791,7.66606,0.759163,-0.0514404,-0.325411,0.0260203,0.0196823,-0.000520885,-0.046714,0.111927,-0.622694,-0.526319,-0.222241,-0.071521,-0.373184,-0.361494,0.993883,0.718319,0.75778,-0.0253453,0.133973,0.227194,-0.053236,-0.0217927,0.0917002,-0.00169282,-0.0695297,-0.175643,0.0410475,-0.620484
5429.5,0.713166,0.598669,3,7,0,-5400.6,-1.55457,0.0136307,0.00985438,-0.0670768,0.0402941,0.0226347,-0.00266856,0.145153,-0.133885,-0.162763,-0.0489613,0.0174729,-0.0923061,-0.0583088,-0.0815796,0.104653,0.154326,0.0515638,-0.011142,0.0166403,0.0699401,-0.0382569,0.0051212,0.0185493,0.00860335,0.0175276,-0.00688944,-0.0088836,0.00310239,7.9591,0.0450685,-0.00207293,-0.251126,0.0222505,0.0349365,-0.00177689,-0.0635406,-0.0267013,-0.556586,-0.36025,-0.156223,-0.0285278,-0.48011,-0.39779,0.879047,0.717264,0.463323,-0.00360892,0.130753,0.193374,-0.0735427,0.0409114,0.0896839,0.0552581,0.0704945,-0.0461999,-0.150688,0.0409753
5434.62,0.963294,0.598669,3,7,0,-5418.68,-1.56766,-0.00557188,-0.032447,-0.0918908,0.0475882,0.035775,0.00821696,0.126868,-0.0973629,-0.154378,-0.0525686,0.0243938,-0.114913,-0.0351422,-0.0855025,0.125171,0.158182,0.0702874,-0.0206209,0.0048443,0.0714657,-0.0261946,0.000941138,0.0252071,0.00758203,0.0209255,-0.00887943,0.00583835,-0.0113109,7.87267,0.781054,-0.0530864,-0.238306,0.0186059,0.0283901,0.000525454,-0.0544427,0.085577,-0.564589,-0.486375,-0.167776,-0.0447961,-0.403124,-0.375198,1.01032,0.696422,0.614765,-0.0134062,0.108702,0.198163,-0.0460939,0.0265549,0.110801,0.0404547,0.0745698,-0.0679023,0.0818301,-0.14939
5430.04,0.688233,0.598669,3,7,0,-5415.25,-1.54774,0.0255823,0.0125806,-0.0853837,0.0575015,0.0169225,-0.00825798,0.14324,-0.146669,-0.166597,-0.0423917,0.0200208,-0.122757,-0.0500466,-0.0827778,0.099297,0.155958,0.0711809,-0.010028,0.0321595,0.0849329,-0.0296422,-0.00352196,0.0375308,0.0117695,0.0129274,-0.0246974,-0.00532676,-0.0289516,7.88517,0.205967,-0.0116826,-0.450611,0.0403876,0.0545235,-0.00504927,-0.0663218,-0.00851806,-0.633403,-0.464206,-0.174334,-0.063174,-0.460991,-0.412933,0.824117,0.680044,0.622583,-0.0202722,0.184254,0.237222,-0.0904177,-0.0384949,0.091192,-0.0221099,-0.0493413,-0.207803,-0.147523,-0.382382
5427.76,0.82836,0.598669,3,7,0,-5412.8,-1.55045,0.0135017,0.0152589,-0.0885301,0.0579191,0.00950098,-0.00381842,0.132805,-0.147947,-0.161469,-0.0572769,0.00868718,-0.122233,-0.0376427,-0.086864,0.100464,0.159481,0.0681854,-0.00961474,0.0314513,0.0875129,-0.0365759,-0.0108258,0.0348611,0.017028,-0.000536661,-0.0286391,-0.0114678,-0.0258273,7.79336,0.169945,-0.00978813,-0.475028,0.0422413,0.0325935,-0.00340234,-0.0912449,-0.0423786,-0.637511,-0.523004,-0.213587,-0.0638939,-0.416745,-0.45449,0.859885,0.703397,0.596913,-0.025334,0.186485,0.244158,-0.127171,-0.0834033,0.0574008,-0.0198441,-0.132061,-0.232995,-0.249873,-0.341118
5431.95,0.983469,0.598669,3,7,0,-5413.68,-1.55205,0.0140465,0.00133879,-0.0840478,0.0490656,0.0181288,-0.00356009,0.153304,-0.117119,-0.175209,-0.0656595,0.0190768,-0.113821,-0.0387985,-0.0809274,0.107817,0.168514,0.0726734,-0.0131359,0.0195519,0.0699833,-0.035607,0.00985451,0.00981384,0.0199618,-0.00200194,-0.0216232,0.0114638,-0.0338302,8.03075,0.306085,-0.0190072,-0.313907,0.0271696,0.0502613,-0.00370224,-0.044358,0.046865,-0.646132,-0.527395,-0.186712,-0.0526154,-0.420959,-0.368427,0.923004,0.744537,0.620558,-0.0251611,0.137241,0.194919,-0.113072,-0.016052,-0.0266083,0.0225199,-0.111231,-0.179468,0.139116,-0.446818
5437.51,1,0.598669,3,7,0,-5424.03,-1.55134,0.00866713,-0.00482981,-0.0868281,0.0460789,0.0409915,0.00393013,0.143341,-0.109455,-0.172443,-0.032915,0.0244762,-0.110021,-0.0480487,-0.0798917,0.11432,0.154608,0.0694859,-0.0168691,0.00662509,0.0803835,-0.0270097,0.00399688,0.0114275,0.0260481,0.011328,-0.0192534,0.000905222,-0.0285046,7.80785,0.360006,-0.0227295,-0.277617,0.0218854,0.0423799,-0.000644969,-0.0202892,0.0846322,-0.597548,-0.406743,-0.157774,-0.0449346,-0.461344,-0.351501,0.958452,0.673445,0.600829,-0.0229374,0.125393,0.22459,-0.080105,-0.0128041,0.00493059,0.0821657,-0.036397,-0.167019,-0.0369456,-0.376479
5434.8,0.801121,0.598669,3,7,0,-5425.06,-1.547,0.010089,0.00345818,-0.083805,0.0484615,0.00129755,-4.52602e-05,0.126118,-0.125653,-0.146046,-0.0545717,0.00406332,-0.111292,-0.0323446,-0.0885865,0.116218,0.168757,0.0715547,-0.0138979,0.00531016,0.0683036,-0.0268633,0.00109457,0.0500342,-0.000143979,0.0222302,-0.0104544,-0.00164675,-0.0185649,7.80013,0.2999,-0.0201201,-0.319339,0.0293279,0.0191479,-0.00244398,-0.0564,0.0121644,-0.555653,-0.470253,-0.234856,-0.0484358,-0.377899,-0.414627,0.934463,0.761469,0.625196,-0.0105899,0.105957,0.189823,-0.0447643,0.028349,0.194915,-0.0260982,0.0581156,-0.0984723,-0.063445,-0.245199
5435.33,0.879338,0.598669,3,7,0,-5422.54,-1.5481,0.00716434,-0.013699,-0.0983798,0.0419598,0.0455937,0.00750528,0.135254,-0.121139,-0.172838,-0.0415908,0.0106623,-0.105389,-0.0476698,-0.087523,0.103234,0.147573,0.066516,-0.0130374,0.0125399,0.0820423,-0.0280818,0.00870986,0.007152,0.0248688,0.0045035,-0.00853336,0.00641715,-0.0210153,7.77602,0.435602,-0.0270252,-0.275574,0.0192304,0.0247024,0.00167182,-0.0451274,0.0230142,-0.612169,-0.417413,-0.185776,-0.0427296,-0.442518,-0.447994,0.867839,0.640936,0.577869,-0.013084,0.140042,0.22829,-0.0669966,0.0224014,0.0145315,0.109129,-0.0264002,-0.0823399,0.0740175,-0.277563
5430.83,0.703634,0.598669,3,7,0,-5416.14,-1.56942,0.00138903,-0.00591511,-0.088466,0.0635943,0.00554723,-0.0107801,0.124032,-0.124349,-0.145822,-0.0471105,0.0173899,-0.129678,-0.0359524,-0.077665,0.124726,0.175037,0.0772802,-0.0122416,0.0151211,0.0685889,-0.0277496,0.00498663,0.0306545,-0.00375595,0.0198063,-0.0203561,-0.0147884,-0.00556085,8.08872,0.568588,-0.0387077,-0.465919,0.0430025,0.0625371,-0.00714246,-0.0664791,0.0496152,-0.576725,-0.509066,-0.213532,-0.0645831,-0.426871,-0.29651,1.01507,0.77879,0.672883,-0.0147445,0.126042,0.191399,-0.0690274,0.00675367,0.0902896,-0.0689245,0.0268835,-0.150152,-0.270749,-0.0734459
5435.3,0.991832,0.598669,3,7,0,-5421.36,-1.54973,0.00664785,-0.0117279,-0.0718717,0.0340481,0.0379107,0.00817037,0.130746,-0.113012,-0.175896,-0.0447997,0.0211804,-0.108781,-0.0456061,-0.0870341,0.12622,0.166189,0.0663673,-0.0159697,0.0117608,0.0550352,-0.0163866,0.00206039,0.0210649,0.0150919,0.0130435,-0.00570771,0.00452517,-0.036137,7.83391,0.36838,-0.0247738,-0.117649,0.00923936,0.027757,0.000644284,-0.0695444,0.0760308,-0.612269,-0.442492,-0.17483,-0.0425945,-0.449158,-0.385724,1.03724,0.75793,0.563492,-0.0184676,0.101123,0.153699,-0.0395319,0.00281803,0.0632335,0.0446637,-4.05519e-05,-0.0939067,0.0126424,-0.477285
5435.48,0.810979,0.598669,3,7,0,-5420.67,-1.55017,0.00163339,-0.00546351,-0.102419,0.0589362,0.00823492,-0.0012166,0.136047,-0.129008,-0.146412,-0.0436968,0.0118203,-0.114521,-0.0316626,-0.0757915,0.100707,0.157124,0.073608,-0.00411369,0.0156322,0.0938077,-0.0437071,0.0017438,0.0302551,0.00922434,0.0110013,-0.0163193,-0.00571334,-0.00673536,7.84671,0.451857,-0.0291166,-0.486315,0.0412084,0.0192793,-0.00201161,-0.0313881,0.0108306,-0.566399,-0.455769,-0.201932,-0.0560081,-0.3913,-0.338759,0.840912,0.675687,0.656796,-0.0050243,0.162056,0.260117,-0.103562,0.00738026,0.101811,0.0141145,-0.0017839,-0.117747,-0.113111,-0.0889584
5432.3,0.769157,0.598669,3,7,0,-5421.77,-1.55143,-0.0015821,-0.0136685,-0.0609727,0.0354016,0.0313948,0.0078957,0.128408,-0.113236,-0.17334,-0.0458652,0.0241939,-0.115983,-0.0469824,-0.0827752,0.130781,0.161678,0.0724943,-0.0227717,0.00680915,0.0590582,-0.00890035,-0.00580382,0.0269955,0.0205334,0.025284,-0.00845777,0.000621412,-0.0228611,7.78726,0.413429,-0.0300435,-0.0860606,0.00863781,0.026637,0.000107924,-0.0733337,0.0709659,-0.609005,-0.462113,-0.173157,-0.0449378,-0.452123,-0.336577,1.0428,0.718014,0.619608,-0.0174529,0.0964052,0.165225,-0.00707102,0.00455036,0.115645,0.103803,0.0748896,-0.0914285,-0.0314728,-0.301941
5435.25,0.702674,0.598669,3,7,0,-5412.19,-1.55001,0.0155402,-0.00619972,-0.105234,0.0569462,0.00963725,0.00129266,0.132208,-0.124206,-0.157364,-0.0498683,0.00280807,-0.108509,-0.0344896,-0.0755801,0.107096,0.169926,0.0613649,-0.0242693,0.010838,0.0889661,-0.0342691,0.0152151,0.0281066,0.0194864,0.00217264,-0.00629233,-0.0120397,-0.0242496,7.8598,0.527953,-0.0339586,-0.413069,0.0348984,0.0229228,-0.00192637,-0.0487144,-0.0037066,-0.562151,-0.407996,-0.240304,-0.0460621,-0.358491,-0.328158,0.912893,0.783151,0.530766,-0.0243925,0.147345,0.248129,-0.0764076,0.0436587,0.0839874,0.0575241,-0.0563714,-0.0943913,-0.257017,-0.32028
5432.47,0.829481,0.598669,3,7,0,-5421.89,-1.56275,-0.00622819,-0.0134426,-0.0682185,0.0381116,0.0298345,0.0080377,0.133691,-0.12331,-0.166355,-0.0409098,0.027622,-0.114658,-0.0561027,-0.0924187,0.119952,0.146292,0.0843944,-0.00241937,0.0260688,0.0773151,-0.022867,0.00662276,0.0113035,-0.00189455,0.0218426,-0.0183366,0.0058275,-0.0242344,7.94491,0.410273,-0.0296649,-0.193066,0.0173239,-0.00142153,0.00227036,-0.0548783,0.0683973,-0.621237,-0.497639,-0.142556,-0.0472061,-0.542994,-0.445523,0.963663,0.59299,0.736292,-0.00915063,0.160019,0.215596,-0.0669432,-0.00254749,0.00803278,-0.0590141,0.0334135,-0.148528,0.057661,-0.320079
5430.01,0.785414,0.598669,3,7,0,-5414.85,-1.54749,0.00609646,-0.00153802,-0.0950418,0.0458264,0.00660729,0.00893854,0.139039,-0.117893,-0.154679,-0.0457357,0.0125001,-0.115947,-0.0318426,-0.0629346,0.103195,0.172303,0.0555886,-0.0283399,0.000931923,0.0768878,-0.0254894,-0.0110968,0.0514839,0.0233498,-0.00256892,-0.00475753,-0.00440078,-0.0262552,7.84156,0.3067,-0.0200959,-0.266105,0.0223143,0.00713903,-4.34425e-05,-0.0385053,0.0177759,-0.552405,-0.388401,-0.213647,-0.0563458,-0.325175,-0.226357,0.873369,0.816734,0.479936,-0.0265696,0.110416,0.213832,-0.0555428,-0.0200901,0.188386,0.0821516,-0.0729824,-0.0802902,-0.126213,-0.346769
5430.08,0.976828,0.598669,3,7,0,-5416.67,-1.56379,0.00244505,-0.0121504,-0.0810922,0.048611,0.0405321,-0.00170718,0.127758,-0.122546,-0.166958,-0.0460154,0.0197662,-0.108019,-0.0490657,-0.101565,0.123315,0.150731,0.0891117,0.000652256,0.0283578,0.0737121,-0.0309386,0.0166478,0.00243396,2.25849e-05,0.0254462,-0.0177525,0.00282796,-0.0188234,7.86675,0.48926,-0.0324594,-0.333409,0.027974,0.0420913,-0.00143945,-0.0612548,0.0676922,-0.622504,-0.516994,-0.169864,-0.0394829,-0.52159,-0.515773,0.990692,0.605027,0.77534,-0.00424611,0.15942,0.205307,-0.0791742,0.0328583,-0.0184709,-0.0355741,0.0597591,-0.138635,0.014877,-0.248613
