# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 4
# data
#   file = data/cleaned/tmp/sl_normal_full_pdw2_all.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_normal_full_pdw2_all_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25
52.4223,0.990802,0.530144,3,7,0,-36.5663,6.73633,0.0401303,-0.0934636,0.148841,-0.0867473,0.0841357,-0.0531797,0.00044753,-0.119161,0.85133,-0.130884,-0.16236,0.0916445,-0.0226712,0.0236913,-0.0938372,0.0241465,0.0573107,-0.0173087,0.01188,0.0146464,0.0186681,0.0320311,-0.0151306,0.0195426,-0.0290302,0.602038,0.574411,-0.0353928,-0.336082,0.0246391,0.0368565,-0.00548693,0.00384735,-0.0733681,1.16507,-0.600342,-2.04865,0.606488,-0.46999,0.360401,-0.0932823,0.129027,0.158997,-0.0340326,0.0348279,0.039599,0.0560897,0.0572315,-0.125788,0.234243,-0.329405
52.7851,0.84203,0.530144,3,7,0,-41.785,6.71626,0.0297021,-0.0922342,0.173915,-0.0779304,0.0896033,-0.0551937,0.0123261,-0.119125,0.838796,-0.134519,-0.184958,0.099088,-0.0324051,0.0219419,-0.0803205,0.0175084,0.05266,0.0135317,-0.0118261,0.0236305,0.0231944,0.0315562,0.00326841,0.0172738,-0.0240705,0.605574,0.566468,-0.0379881,-0.345787,0.0302426,0.0297812,-0.0040942,0.0495466,-0.0616102,1.14901,-0.622537,-2.43672,0.58848,-0.544618,0.35204,-0.0707331,0.108988,0.145075,0.0667145,0.0146506,0.123592,0.134447,0.114198,-0.0180547,0.211057,-0.273128
47.1411,0.675536,0.530144,3,7,0,-37.7401,6.73103,0.0458375,-0.0725645,0.165942,-0.0963628,0.0826258,-0.0404202,-2.85908e-05,-0.12961,0.866179,-0.135312,-0.172594,0.081523,-0.0403928,0.023096,-0.0941806,0.0239375,0.0447751,-0.0042167,0.00475156,0.0317396,0.0362968,0.0360643,0.0103521,0.0102771,-0.0359679,0.601269,0.169879,-0.00823892,-0.192313,0.012701,-0.0307403,0.00266607,0.00636424,-0.115261,1.18596,-0.559604,-2.36571,0.418478,-0.624186,0.32834,-0.08388,0.112408,0.123395,0.0407765,0.0762875,0.158186,0.194499,0.120791,-0.015434,0.0709849,-0.408127
41.5521,0.794194,0.530144,3,7,0,-27.7094,6.71457,0.0251764,-0.127704,0.191659,-0.107632,0.0782471,-0.0549634,0.0230553,-0.118997,0.839761,-0.140619,-0.179787,0.106446,-0.0354729,0.0213198,-0.0715825,0.0342946,0.075672,0.016529,0.00172427,0.00340563,-0.00278447,0.0386338,-0.0243654,0.0158082,-0.0160926,0.6017,0.818281,-0.0584334,-0.0816013,0.00628078,-0.014779,-0.00106388,0.0934843,-0.0441555,1.14453,-0.71678,-2.33187,0.655305,-0.566892,0.382388,-0.0723432,0.173584,0.209557,0.0346576,-0.0140573,-0.0110397,-0.0453994,0.083683,-0.149907,0.208117,-0.182602
45.4568,0.977809,0.530144,3,7,0,-35.2804,6.73192,0.0289004,-0.0658311,0.15954,-0.0800133,0.0998451,-0.0500843,0.00601573,-0.115596,0.84726,-0.121008,-0.156867,0.0780893,-0.00986277,0.0307102,-0.102661,0.0062473,0.0503455,-0.0138257,0.0122339,0.038369,0.0343769,0.0211968,-0.000721703,0.0154932,-0.0456826,0.585363,0.192188,-0.00969532,-0.375747,0.0290589,0.0771928,-0.00725472,0.0112571,-0.0641531,1.15271,-0.501148,-1.99102,0.529727,-0.373237,0.401908,-0.10315,0.0851157,0.139303,-0.00882416,0.0554673,0.127185,0.122513,0.0104694,-0.09136,0.128548,-0.518359
50.175,0.95931,0.530144,3,7,0,-34.9059,6.70141,0.0158451,-0.0779503,0.187271,-0.0772195,0.0850301,-0.0488228,0.0214477,-0.121995,0.842827,-0.119723,-0.161483,0.092945,-0.0231939,0.0289322,-0.102591,0.031429,0.0493929,-1.65523e-05,0.0126637,0.0164066,0.0278001,0.0338813,0.00188402,0.0219878,-0.0292932,0.593745,0.367895,-0.0262019,-0.324908,0.0297222,0.0216287,-0.00310922,0.0610471,-0.092078,1.15769,-0.510344,-2.04722,0.569726,-0.497993,0.395594,-0.0918204,0.133698,0.136466,0.0426212,0.0813946,0.0945469,0.151065,0.114529,-0.0321165,0.272049,-0.332389
50.1338,0.755709,0.530144,3,7,0,-34.1581,6.7504,0.0506625,-0.103533,0.172688,-0.1186,0.0925366,-0.0515882,0.0108174,-0.11684,0.850946,-0.147711,-0.17832,0.0842289,-0.0329614,0.0225113,-0.0852338,-0.00316723,0.0670296,0.00543269,0.0024256,0.0211672,0.0167772,0.0345589,-0.0240178,0.0286144,-0.0218174,0.593667,0.394354,-0.0239973,-0.0113357,-0.00553546,0.0162383,-0.00185006,0.0527245,-0.0566478,1.16374,-0.686151,-2.40416,0.4857,-0.567481,0.379946,-0.0841456,0.0860133,0.186236,0.0233557,0.0115153,0.0653009,0.0490666,0.0686086,-0.146516,0.395149,-0.247561
48.9633,0.65595,0.530144,3,7,0,-28.2253,6.69887,0.0112114,-0.0786121,0.177684,-0.0739037,0.0926484,-0.0568733,0.0201454,-0.12492,0.843969,-0.118162,-0.162954,0.0981381,-0.0116302,0.0344866,-0.0958582,0.0293653,0.0452593,0.00458751,0.00647389,0.0212026,0.0305139,0.0258472,-0.00334159,0.0128184,-0.0296772,0.599242,0.392597,-0.0269593,-0.419498,0.0370429,0.06842,-0.00791254,0.0519534,-0.0736246,1.14894,-0.52921,-2.00018,0.657315,-0.390452,0.44134,-0.0912893,0.124165,0.12546,0.0371014,0.0425389,0.0842316,0.130901,0.0543795,-0.0716303,0.126826,-0.336746
51.29,0.862649,0.530144,3,7,0,-34.455,6.72857,0.0479063,-0.105503,0.175979,-0.122709,0.10203,-0.062822,0.00898849,-0.110001,0.840627,-0.13399,-0.162731,0.0787176,-0.0295908,0.0216716,-0.0788085,0.00886228,0.0642169,0.00712633,0.0149125,0.0139183,0.0156971,0.0394792,-0.0151044,0.0179062,-0.0231906,0.591261,0.326582,-0.018995,0.0130601,-0.00882995,0.0923646,-0.00934952,0.0419369,-0.0404505,1.13359,-0.613997,-2.1838,0.445224,-0.513198,0.348721,-0.0750211,0.10686,0.178007,0.0410431,0.0562421,0.0522231,0.0606926,0.100301,-0.114069,0.223225,-0.263144
48.8816,0.929368,0.530144,3,7,0,-41.5234,6.72265,0.00833454,-0.0962907,0.173204,-0.0697913,0.0825462,-0.0487755,0.0345352,-0.120156,0.861417,-0.137356,-0.162011,0.0996455,-0.00455971,0.0380835,-0.0830731,0.0260549,0.0571504,0.00425574,-0.0133629,0.0222676,0.0182124,0.0366242,-0.00805131,0.0292474,-0.0369444,0.594342,0.673813,-0.0472823,-0.465788,0.0421256,-0.0085178,-0.00079341,0.101746,-0.0290901,1.16953,-0.666962,-1.93047,0.696029,-0.35374,0.543145,-0.081393,0.132453,0.158339,0.0205575,-0.0210513,0.0846708,0.0723595,0.0905869,-0.0948184,0.366964,-0.419207
45.7458,0.849065,0.530144,3,7,0,-35.6794,6.72732,0.0581635,-0.0680224,0.167417,-0.0951363,0.0854695,-0.0542145,-0.00914923,-0.117079,0.835065,-0.12389,-0.167606,0.099874,-0.0363407,0.00976734,-0.0851887,0.00907417,0.0746213,0.00278299,0.013387,0.0138538,0.0272248,0.0338104,-0.0228018,0.00359211,-0.0128979,0.589689,0.161783,-0.006873,-0.209338,0.0141935,0.0333227,-0.00455554,-0.0121753,-0.0827191,1.13653,-0.577136,-2.15233,0.619911,-0.550234,0.229097,-0.0826834,0.121683,0.20688,0.0217439,0.0420729,0.039779,0.0968932,0.0606083,-0.148176,0.0239884,-0.146352
46.2838,0.998056,0.530144,3,7,0,-35.2878,6.71934,0.00071378,-0.113755,0.182065,-0.0986403,0.0949413,-0.0461696,0.0388045,-0.122498,0.859956,-0.144994,-0.174647,0.0883921,-0.00966376,0.047893,-0.0964626,0.0153917,0.0402934,0.00524869,-0.00406581,0.0231931,0.0138638,0.035473,-0.00619371,0.038808,-0.0362772,0.600189,0.635668,-0.0456073,-0.177931,0.0136829,0.00431216,-0.000349164,0.115695,-0.041797,1.1814,-0.663065,-2.2244,0.560421,-0.429289,0.615468,-0.0916023,0.0876211,0.112079,0.0347181,0.0150415,0.0974764,0.0645878,0.102432,-0.0723083,0.519055,-0.411637
47.1326,0.965024,0.530144,3,7,0,-34.8398,6.73146,0.0537669,-0.0744129,0.165135,-0.0873403,0.0838645,-0.0583355,-0.00347785,-0.116372,0.839348,-0.1242,-0.166223,0.0873736,-0.0363511,0.01209,-0.0833998,0.0104848,0.0726104,-0.0031969,0.020836,0.0194645,0.0294158,0.0326459,-0.0198267,-0.00116439,-0.0164072,0.584968,0.292455,-0.0159656,-0.306839,0.0233712,0.0537406,-0.00706319,0.0051214,-0.0793122,1.1364,-0.560913,-2.20918,0.516638,-0.547155,0.237134,-0.0817033,0.122436,0.201199,0.0131165,0.0666851,0.0576792,0.102827,0.0512496,-0.145736,-0.0596902,-0.186172
48.7936,0.999795,0.530144,3,7,0,-38.4783,6.7182,0.0064112,-0.108714,0.184566,-0.0975509,0.0957662,-0.0450667,0.0376821,-0.125047,0.857913,-0.143284,-0.178445,0.0967572,-0.0165809,0.043384,-0.0964732,0.0172943,0.0363853,0.00896328,-0.00253875,0.0148802,0.0152856,0.0329503,-0.00570702,0.0361213,-0.0341469,0.60089,0.589439,-0.0420728,-0.171206,0.0135659,-0.00754296,0.00109395,0.114693,-0.0565444,1.18042,-0.659497,-2.27194,0.610666,-0.472038,0.555493,-0.0913608,0.0860312,0.101364,0.0407184,0.013617,0.0665639,0.0713286,0.0944047,-0.0678698,0.482159,-0.387465
47.2234,0.835354,0.530144,3,7,0,-33.2171,6.74343,0.0411714,-0.0756951,0.172835,-0.105483,0.0959389,-0.0589121,0.00622649,-0.112306,0.850405,-0.116919,-0.161056,0.0846602,-0.0298313,0.00575051,-0.0811577,0.0036643,0.0811949,0.00410221,-0.00525271,0.0184606,0.0075011,0.0352966,-0.010099,0.00459195,-0.0136455,0.586755,0.0571891,6.84648e-05,-0.173937,0.00891777,0.0688435,-0.00716386,0.028999,-0.0554823,1.14631,-0.545384,-2.10877,0.530359,-0.486555,0.230168,-0.0757029,0.118804,0.223533,0.0243854,0.00349543,0.0747217,0.0335772,0.101788,-0.0804621,0.0378327,-0.154835
47.3987,0.847373,0.530144,3,7,0,-32.4299,6.72639,0.0218492,-0.102812,0.178404,-0.0948215,0.0968406,-0.0401264,0.0154081,-0.121364,0.828282,-0.146102,-0.145329,0.0951827,-0.0168554,0.0493902,-0.0955839,0.0292413,0.0423146,0.00903287,0.0177569,0.0395142,0.0273969,0.0294291,-0.0250441,0.0202718,-0.0379893,0.598809,0.595066,-0.0420289,-0.149565,0.0111431,0.00112389,0.000699354,0.0537342,-0.0651368,1.13328,-0.657351,-1.75791,0.581848,-0.472826,0.584207,-0.101821,0.120739,0.11915,0.0355161,0.0427405,0.0984241,0.0532131,0.000284908,-0.198891,0.223125,-0.431063
44.9367,0.925334,0.530144,3,7,0,-36.1377,6.73475,0.0346839,-0.076735,0.17226,-0.096365,0.0881918,-0.0576854,0.0283177,-0.13241,0.861035,-0.121304,-0.180544,0.095891,-0.0305526,-0.00293964,-0.0716246,0.00985382,0.078003,0.00221773,-0.0153459,-0.00338863,0.00682071,0.0216096,-0.0142296,0.0233179,-0.0184672,0.591863,0.122801,-0.00478883,-0.305651,0.0224754,0.00537419,-0.00139102,0.0925256,-0.0896508,1.1597,-0.615783,-2.37363,0.668212,-0.462871,0.141804,-0.071401,0.12689,0.21508,-0.0123412,-0.0600183,-0.0252609,0.0102431,0.0407394,-0.0922617,0.320272,-0.209547
40.9885,0.823894,0.530144,3,7,0,-25.7632,6.74661,0.0407516,-0.0901688,0.154656,-0.0878094,0.106402,-0.063099,0.0156678,-0.114882,0.837784,-0.114127,-0.163206,0.0833336,-0.0214588,0.0459622,-0.101307,-0.00170095,0.0568716,-0.00414778,0.0121272,-0.0182903,0.0337471,0.0363444,-0.0133731,-0.00937466,-0.0403256,0.59109,0.504237,-0.0290019,-0.340935,0.0236403,0.114414,-0.0114637,0.0475027,-0.0607345,1.13564,-0.523899,-2.1414,0.543764,-0.528007,0.580583,-0.106622,0.0744481,0.158309,-0.0296641,-0.00827682,-0.108256,0.0917571,0.0258724,-0.175602,-0.249167,-0.457574
50.6208,0.979609,0.530144,3,7,0,-32.1992,6.72786,0.0237,-0.0863579,0.183329,-0.0876642,0.0920819,-0.0543572,0.0209122,-0.101892,0.84312,-0.135457,-0.156879,0.0896131,-0.0242677,0.0446629,-0.086396,-0.00424941,0.0628959,0.0235696,0.0168535,0.00799189,0.0112928,0.0367332,-0.00717454,0.0283401,-0.00812447,0.595902,0.376025,-0.0259444,-0.228852,0.0187728,0.0436984,-0.00502829,0.0779633,-0.00969377,1.14641,-0.622453,-2.02222,0.482525,-0.549291,0.591843,-0.0711842,0.0779091,0.173625,0.107283,0.0960313,0.0757401,0.095673,0.153392,-0.024727,0.425362,-0.0921882
48.6575,0.930066,0.530144,3,7,0,-40.2103,6.71105,0.0528214,-0.110479,0.185259,-0.102779,0.0794697,-0.0596512,0.0177631,-0.130795,0.847878,-0.135497,-0.164117,0.0868675,-0.0194599,0.0159619,-0.0930917,0.0167138,0.0575835,-0.0213124,-0.00684198,0.0292458,0.0367332,0.0278105,-0.00343619,0.0148223,-0.0370873,0.601116,0.63187,-0.04084,-0.169842,0.0128385,0.0496272,-0.00748576,0.0497277,-0.112382,1.16223,-0.602956,-2.0828,0.598319,-0.427774,0.288025,-0.0913223,0.1149,0.15918,-0.0373038,0.00544361,0.109926,0.151667,0.0491704,-0.0869139,0.139668,-0.420828
48.5606,0.950053,0.530144,3,7,0,-37.6872,6.74455,0.0458924,-0.0923666,0.187946,-0.0979072,0.0929976,-0.0703838,0.0359986,-0.123284,0.851765,-0.114367,-0.16846,0.0868501,-0.0256109,0.0104642,-0.079484,0.00430082,0.0519239,-0.00409773,-0.00404148,0.0406586,0.0175056,0.0341876,-0.00519979,0.0136482,-0.0358654,0.59698,0.324766,-0.0187813,-0.274182,0.0216994,0.114618,-0.0129061,0.115813,-0.0701523,1.14537,-0.510535,-2.17665,0.552803,-0.435026,0.226265,-0.0791195,0.0814285,0.143633,0.0112582,0.0144411,0.145053,0.0604253,0.0733602,-0.0949279,0.124277,-0.406964
47.7053,0.805877,0.530144,3,7,0,-34.4828,6.72784,0.0465142,-0.0963169,0.172402,-0.113921,0.0912837,-0.0486583,0.0159608,-0.0943597,0.846771,-0.117558,-0.159304,0.086492,-0.0377159,0.0401274,-0.0892505,0.0249604,0.067422,-0.00303205,-0.00705621,0.0393156,0.0122873,0.0353838,-0.00295724,0.03165,-0.0165535,0.604077,0.322446,-0.0189774,-0.0230377,-0.00423952,0.0309696,-0.00358808,0.0711342,-0.0118512,1.16591,-0.525545,-2.1155,0.42888,-0.681677,0.580439,-0.0763653,0.144616,0.185485,0.0383569,0.0462814,0.190493,0.0968326,0.144968,-0.0176784,0.456179,-0.187833
47.4575,0.887151,0.530144,3,7,0,-34.5622,6.71779,0.0460488,-0.10297,0.162712,-0.110553,0.100074,-0.0367901,0.017904,-0.0940713,0.854644,-0.112121,-0.165987,0.0865528,-0.0291967,0.0443967,-0.0846874,0.0190125,0.0579981,0.00300765,-0.00348027,0.0301756,0.0171396,0.0273988,-0.0119565,0.0289492,-0.00815988,0.604465,0.461342,-0.0270994,-0.0751716,-0.00132218,-0.0128937,0.00307259,0.0715842,0.0111479,1.16375,-0.518325,-2.20197,0.462042,-0.596309,0.596716,-0.0743181,0.119419,0.160284,0.0417273,0.0367973,0.140882,0.100724,0.100081,-0.0498154,0.434856,-0.09259
48.2129,0.984872,0.530144,3,7,0,-36.9501,6.72762,0.0275279,-0.106033,0.177691,-0.106806,0.0983087,-0.0664836,0.0183032,-0.124108,0.859316,-0.141255,-0.157526,0.0628226,-0.0202853,0.0285079,-0.0817104,0.00414535,0.0596244,0.0180229,0.0130567,0.0162507,0.0450928,0.0404344,-0.0179844,0.0397997,-0.0194151,0.598051,0.406584,-0.0260604,-0.168409,0.00880179,0.0949733,-0.00988827,0.0564488,-0.0718737,1.15162,-0.616653,-2.1674,0.315537,-0.470583,0.411532,-0.0704632,0.0915405,0.166319,0.0935794,0.0868468,0.0992367,0.229378,0.128034,-0.0956916,0.577176,-0.220303
48.116,0.957602,0.530144,3,7,0,-38.7577,6.73073,0.0321129,-0.0779599,0.171934,-0.0854368,0.08044,-0.0390559,0.0155089,-0.113413,0.835703,-0.125273,-0.184248,0.123045,-0.0250832,0.0296644,-0.0961796,0.0205638,0.0551587,-0.014515,-0.00369325,0.0191745,0.00340995,0.0317031,-0.0164701,0.00168824,-0.0396102,0.590784,0.438029,-0.0294608,-0.254709,0.022542,-0.0378012,0.00240212,0.0615759,-0.043768,1.15964,-0.61981,-2.20955,0.862329,-0.501759,0.43637,-0.105765,0.118173,0.152995,-0.0611434,-0.0484771,0.0106614,-0.0618353,0.0105101,-0.177889,-0.0733205,-0.449456
48.0144,0.871333,0.530144,3,7,0,-33.0214,6.71853,0.0259204,-0.10583,0.177327,-0.10669,0.101075,-0.0647829,0.0211464,-0.12234,0.858491,-0.13784,-0.156241,0.0563644,-0.0209784,0.0294412,-0.0840547,0.00522238,0.0513761,0.0106949,0.0130845,0.0108984,0.0362956,0.0405335,-0.0086286,0.0401988,-0.0200673,0.600858,0.379685,-0.0236993,-0.165899,0.00821374,0.0971463,-0.00959498,0.0614826,-0.0712887,1.15215,-0.589706,-2.18693,0.265185,-0.475091,0.414331,-0.0698026,0.0819884,0.142902,0.0792832,0.0953494,0.0942402,0.20955,0.153452,-0.0464411,0.581809,-0.227703
48.8319,0.867551,0.530144,3,7,0,-32.7877,6.73376,0.0336743,-0.0758383,0.172112,-0.0869323,0.0732276,-0.0353353,0.0141462,-0.117441,0.835783,-0.1276,-0.185504,0.125215,-0.0266434,0.0256293,-0.0939252,0.017407,0.0650689,0.00310566,-0.00417468,0.025755,0.0173615,0.0293017,-0.0156673,0.00173795,-0.0269885,0.590506,0.405032,-0.0279243,-0.219105,0.0195079,-0.071951,0.00564154,0.0581308,-0.058602,1.15806,-0.620786,-2.23897,0.846693,-0.513036,0.399201,-0.0966075,0.125937,0.180154,0.00604117,-0.0192947,0.063995,0.031551,0.0289961,-0.144427,-0.0407119,-0.306238
49.4004,0.977148,0.530144,3,7,0,-38.5891,6.73561,0.016201,-0.0820797,0.16524,-0.0953493,0.092718,-0.0369001,0.0156384,-0.138382,0.845296,-0.123844,-0.192859,0.0870548,-0.0287714,0.0306796,-0.0799503,0.0172971,0.0689055,0.0247008,0.00193329,0.0213168,0.0143854,0.0345988,-0.0181895,0.000183933,-0.0225574,0.588982,0.276801,-0.0182907,-0.24525,0.017125,-0.0572753,0.00694393,0.0569423,-0.0837552,1.14264,-0.589256,-2.63952,0.501148,-0.529817,0.450595,-0.0815347,0.130818,0.190952,0.0672099,-0.000663282,0.0521016,0.0239355,0.0527505,-0.14956,-0.0539863,-0.255958
46.0094,0.689166,0.530144,3,7,0,-32.882,6.73601,0.0443902,-0.0952392,0.179416,-0.082513,0.0727017,-0.0577229,0.0139758,-0.11564,0.829509,-0.134658,-0.156809,0.0850059,-0.0312995,0.0232355,-0.0883711,-0.00881455,0.0527549,-0.0285251,0.0233953,0.0213824,0.0143978,0.0189926,-0.0167605,0.0372984,-0.0243031,0.600272,0.613124,-0.0402175,-0.312056,0.027478,0.0430565,-0.00718691,0.056634,-0.0788549,1.13814,-0.606123,-2.02961,0.522563,-0.536731,0.338542,-0.0869119,0.0560577,0.146314,-0.0533709,0.074346,0.0657081,0.0400158,0.0250629,-0.103252,0.525499,-0.275766
